1: 1 2 3 4 edmonton_oilers
686: 4 5 7 14 edmonton_oilers
687: 4 5 8 9 edmonton_oilers
688: 4 5 8 10 columbus_blue_jackets
689: 4 5 8 11 calgary_flames
690: 4 5 8 12 toronto_maple_leafs
691: 4 5 8 13 toronto_maple_leafs
692: 4 5 8 14 buffalo_sabres
693: 4 5 9 10 edmonton_oilers
694: 4 5 9 11 arizona_coyotes
695: 4 5 9 12 arizona_coyotes
696: 4 5 9 13 vancouver_canucks
697: 4 5 9 14 columbus_blue_jackets
698: 4 5 10 11 winnipeg_jets
699: 4 5 10 12 winnipeg_jets
700: 4 5 10 13 buffalo_sabres
701: 4 5 10 14 arizona_coyotes
702: 4 5 11 12 vancouver_canucks
703: 4 5 11 13 edmonton_oilers
704: 4 5 11 14 toronto_maple_leafs
705: 4 5 12 13 columbus_blue_jackets
706: 4 5 12 14 ottawa_senators
707: 4 5 13 14 edmonton_oilers
708: 4 6 7 8 new_jersey_devils
709: 4 6 7 9 toronto_maple_leafs
710: 4 6 7 10 toronto_maple_leafs
711: 4 6 7 11 arizona_coyotes
712: 4 6 7 12 toronto_maple_leafs
713: 4 6 7 13 columbus_blue_jackets
714: 4 6 7 14 winnipeg_jets
715: 4 6 8 9 colorado_avalanche
716: 4 6 8 10 arizona_coyotes
717: 4 6 8 11 calgary_flames
718: 4 6 8 12 carolina_hurriances
719: 4 6 8 13 edmonton_oilers
720: 4 6 8 14 edmonton_oilers
721: 4 6 9 10 toronto_maple_leafs
722: 4 6 9 11 toronto_maple_leafs
723: 4 6 9 12 toronto_maple_leafs
724: 4 6 9 13 columbus_blue_jackets
725: 4 6 9 14 toronto_maple_leafs
726: 4 6 10 11 calgary_flames
727: 4 6 10 12 arizona_coyotes
728: 4 6 10 13 vancouver_canucks
729: 4 6 10 14 vancouver_canucks
730: 4 6 11 12 vancouver_canucks
731: 4 6 11 13 montreal_canadiens
732: 4 6 11 14 vancouver_canucks
733: 4 6 12 13 winnipeg_jets
734: 4 6 12 14 calgary_flames
735: 4 6 13 14 new_jersey_devils
736: 4 7 8 9 arizona_coyotes
737: 4 7 8 10 toronto_maple_leafs
738: 4 7 8 11 toronto_maple_leafs
739: 4 7 8 12 arizona_coyotes
740: 4 7 8 13 edmonton_oilers
741: 4 7 8 14 ottawa_senators
742: 4 7 9 10 toronto_maple_leafs
743: 4 7 9 11 edmonton_oilers
744: 4 7 9 12 vancouver_canucks
745: 4 7 9 13 toronto_maple_leafs
746: 4 7 9 14 columbus_blue_jackets
747: 4 7 10 11 edmonton_oilers
748: 4 7 10 12 arizona_coyotes
749: 4 7 10 13 arizona_coyotes
750: 4 7 10 14 vancouver_canucks
751: 4 7 11 12 toronto_maple_leafs
752: 4 7 11 13 edmonton_oilers
753: 4 7 11 14 toronto_maple_leafs
754: 4 7 12 13 arizona_coyotes
755: 4 7 12 14 columbus_blue_jackets
756: 4 7 13 14 columbus_blue_jackets
757: 4 8 9 10 toronto_maple_leafs
758: 4 8 9 11 carolina_hurriances
759: 4 8 9 12 buffalo_sabres
760: 4 8 9 13 arizona_coyotes
761: 4 8 9 14 toronto_maple_leafs
762: 4 8 10 11 toronto_maple_leafs
763: 4 8 10 12 ottawa_senators
764: 4 8 10 13 toronto_maple_leafs
765: 4 8 10 14 vancouver_canucks
766: 4 8 11 12 carolina_hurriances
767: 4 8 11 13 toronto_maple_leafs
768: 4 8 11 14 calgary_flames
769: 4 8 12 13 calgary_flames
770: 4 8 12 14 new_jersey_devils
771: 4 8 13 14 calgary_flames
772: 4 9 10 11 toronto_maple_leafs
773: 4 9 10 12 columbus_blue_jackets
774: 4 9 10 13 columbus_blue_jackets
775: 4 9 10 14 columbus_blue_jackets
776: 4 9 11 12 edmonton_oilers
777: 4 9 11 13 toronto_maple_leafs
778: 4 9 11 14 edmonton_oilers
779: 4 9 12 13 toronto_maple_leafs
780: 4 9 12 14 boston_bruins
781: 4 9 13 14 arizona_coyotes
782: 4 10 11 12 columbus_blue_jackets
783: 4 10 11 13 toronto_maple_leafs
784: 4 10 11 14 calgary_flames
785: 4 10 12 13 ottawa_senators
786: 4 10 12 14 vancouver_canucks
787: 4 10 13 14 winnipeg_jets
788: 4 11 12 13 toronto_maple_leafs
789: 4 11 12 14 edmonton_oilers
790: 4 11 13 14 toronto_maple_leafs
791: 4 12 13 14 vancouver_canucks
792: 5 6 7 8 buffalo_sabres
793: 5 6 7 9 toronto_maple_leafs
794: 5 6 7 10 winnipeg_jets
795: 5 6 7 11 toronto_maple_leafs
796: 5 6 7 12 ottawa_senators
797: 5 6 7 13 montreal_canadiens
798: 5 6 7 14 calgary_flames
799: 5 6 8 9 toronto_maple_leafs
800: 5 6 8 10 toronto_maple_leafs
801: 5 6 8 11 vancouver_canucks
802: 5 6 8 12 ottawa_senators
803: 5 6 8 13 vancouver_canucks
804: 5 6 8 14 edmonton_oilers
805: 5 6 9 10 toronto_maple_leafs
806: 5 6 9 11 vancouver_canucks
807: 5 6 9 12 toronto_maple_leafs
808: 5 6 9 13 vancouver_canucks
809: 5 6 9 14 edmonton_oilers
810: 5 6 10 11 ottawa_senators
811: 5 6 10 12 arizona_coyotes
812: 5 6 10 13 toronto_maple_leafs
813: 5 6 10 14 edmonton_oilers
814: 5 6 11 12 new_jersey_devils
815: 5 6 11 13 buffalo_sabres
816: 5 6 11 14 buffalo_sabres
817: 5 6 12 13 calgary_flames
818: 5 6 12 14 calgary_flames
819: 5 6 13 14 vancouver_canucks
820: 5 7 8 9 boston_bruins
821: 5 7 8 10 arizona_coyotes
822: 5 7 8 11 toronto_maple_leafs
823: 5 7 8 12 vancouver_canucks
824: 5 7 8 13 toronto_maple_leafs
825: 5 7 8 14 arizona_coyotes
826: 5 7 9 10 ottawa_senators
827: 5 7 9 11 calgary_flames
828: 5 7 9 12 toronto_maple_leafs
829: 5 7 9 13 colorado_avalanche
830: 5 7 9 14 columbus_blue_jackets
831: 5 7 10 11 toronto_maple_leafs
832: 5 7 10 12 winnipeg_jets
833: 5 7 10 13 edmonton_oilers
834: 5 7 10 14 new_jersey_devils
835: 5 7 11 12 toronto_maple_leafs
836: 5 7 11 13 columbus_blue_jackets
837: 5 7 11 14 vancouver_canucks
838: 5 7 12 13 buffalo_sabres
839: 5 7 12 14 winnipeg_jets
840: 5 7 13 14 buffalo_sabres
841: 5 8 9 10 columbus_blue_jackets
842: 5 8 9 11 vancouver_canucks
843: 5 8 9 12 columbus_blue_jackets
844: 5 8 9 13 buffalo_sabres
845: 5 8 9 14 columbus_blue_jackets
846: 5 8 10 11 winnipeg_jets
847: 5 8 10 12 calgary_flames
848: 5 8 10 13 calgary_flames
849: 5 8 10 14 vancouver_canucks
850: 5 8 11 12 edmonton_oilers
851: 5 8 11 13 edmonton_oilers
852: 5 8 11 14 toronto_maple_leafs
853: 5 8 12 13 columbus_blue_jackets
854: 5 8 12 14 columbus_blue_jackets
855: 5 8 13 14 toronto_maple_leafs
856: 5 9 10 11 toronto_maple_leafs
857: 5 9 10 12 columbus_blue_jackets
858: 5 9 10 13 colorado_avalanche
859: 5 9 10 14 calgary_flames
860: 5 9 11 12 toronto_maple_leafs
861: 5 9 11 13 vancouver_canucks
862: 5 9 11 14 edmonton_oilers
863: 5 9 12 13 calgary_flames
864: 5 9 12 14 buffalo_sabres
865: 5 9 13 14 edmonton_oilers
866: 5 10 11 12 calgary_flames
867: 5 10 11 13 ottawa_senators
868: 5 10 11 14 ottawa_senators
869: 5 10 12 13 montreal_canadiens
870: 5 10 12 14 new_jersey_devils
871: 5 10 13 14 edmonton_oilers
872: 5 11 12 13 vancouver_canucks
873: 5 11 12 14 columbus_blue_jackets
874: 5 11 13 14 boston_bruins
875: 5 12 13 14 colorado_avalanche
876: 6 7 8 9 columbus_blue_jackets
877: 6 7 8 10 edmonton_oilers
878: 6 7 8 11 winnipeg_jets
879: 6 7 8 12 toronto_maple_leafs
880: 6 7 8 13 montreal_canadiens
881: 6 7 8 14 toronto_maple_leafs
882: 6 7 9 10 edmonton_oilers
883: 6 7 9 11 vancouver_canucks
884: 6 7 9 12 colorado_avalanche
885: 6 7 9 13 vancouver_canucks
886: 6 7 9 14 edmonton_oilers
887: 6 7 10 11 toronto_maple_leafs
888: 6 7 10 12 edmonton_oilers
889: 6 7 10 13 vancouver_canucks
890: 6 7 10 14 new_jersey_devils
891: 6 7 11 12 colorado_avalanche
892: 6 7 11 13 columbus_blue_jackets
893: 6 7 11 14 buffalo_sabres
894: 6 7 12 13 toronto_maple_leafs
895: 6 7 12 14 calgary_flames
896: 6 7 13 14 toronto_maple_leafs
897: 6 8 9 10 toronto_maple_leafs
898: 6 8 9 11 calgary_flames
899: 6 8 9 12 arizona_coyotes
900: 6 8 9 13 toronto_maple_leafs
901: 6 8 9 14 toronto_maple_leafs
902: 6 8 10 11 toronto_maple_leafs
903: 6 8 10 12 winnipeg_jets
904: 6 8 10 13 toronto_maple_leafs
905: 6 8 10 14 calgary_flames
906: 6 8 11 12 vancouver_canucks
907: 6 8 11 13 carolina_hurriances
908: 6 8 11 14 edmonton_oilers
909: 6 8 12 13 edmonton_oilers
910: 6 8 12 14 vancouver_canucks
911: 6 8 13 14 toronto_maple_leafs
912: 6 9 10 11 new_jersey_devils
913: 6 9 10 12 vancouver_canucks
914: 6 9 10 13 ottawa_senators
915: 6 9 10 14 toronto_maple_leafs
916: 6 9 11 12 toronto_maple_leafs
917: 6 9 11 13 columbus_blue_jackets
918: 6 9 11 14 toronto_maple_leafs
919: 6 9 12 13 calgary_flames
920: 6 9 12 14 vancouver_canucks
921: 6 9 13 14 buffalo_sabres
922: 6 10 11 12 calgary_flames
923: 6 10 11 13 new_jersey_devils
924: 6 10 11 14 calgary_flames
925: 6 10 12 13 arizona_coyotes
926: 6 10 12 14 toronto_maple_leafs
927: 6 10 13 14 toronto_maple_leafs
928: 6 11 12 13 edmonton_oilers
929: 6 11 12 14 arizona_coyotes
930: 6 11 13 14 toronto_maple_leafs
931: 6 12 13 14 new_jersey_devils
932: 7 8 9 10 arizona_coyotes
933: 7 8 9 11 colorado_avalanche
934: 7 8 9 12 new_jersey_devils
935: 7 8 9 13 vancouver_canucks
936: 7 8 9 14 edmonton_oilers
937: 7 8 10 11 calgary_flames
938: 7 8 10 12 edmonton_oilers
939: 7 8 10 13 montreal_canadiens
940: 7 8 10 14 carolina_hurriances
941: 7 8 11 12 calgary_flames
942: 7 8 11 13 vancouver_canucks
943: 7 8 11 14 toronto_maple_leafs
944: 7 8 12 13 winnipeg_jets
945: 7 8 12 14 toronto_maple_leafs
946: 7 8 13 14 buffalo_sabres
947: 7 9 10 11 calgary_flames
948: 7 9 10 12 ottawa_senators
949: 7 9 10 13 edmonton_oilers
950: 7 9 10 14 colorado_avalanche
951: 7 9 11 12 edmonton_oilers
952: 7 9 11 13 toronto_maple_leafs
953: 7 9 11 14 carolina_hurriances
954: 7 9 12 13 toronto_maple_leafs
955: 7 9 12 14 toronto_maple_leafs
956: 7 9 13 14 calgary_flames
957: 7 10 11 12 ottawa_senators
958: 7 10 11 13 calgary_flames
959: 7 10 11 14 edmonton_oilers
960: 7 10 12 13 toronto_maple_leafs
961: 7 10 12 14 calgary_flames
962: 7 10 13 14 calgary_flames
963: 7 11 12 13 vancouver_canucks
964: 7 11 12 14 new_jersey_devils
965: 7 11 13 14 buffalo_sabres
966: 7 12 13 14 vancouver_canucks
967: 8 9 10 11 montreal_canadiens
968: 8 9 10 12 vancouver_canucks
969: 8 9 10 13 edmonton_oilers
970: 8 9 10 14 calgary_flames
971: 8 9 11 12 buffalo_sabres
972: 8 9 11 13 calgary_flames
973: 8 9 11 14 arizona_coyotes
974: 8 9 12 13 toronto_maple_leafs
975: 8 9 12 14 edmonton_oilers
976: 8 9 13 14 winnipeg_jets
977: 8 10 11 12 columbus_blue_jackets
978: 8 10 11 13 toronto_maple_leafs
979: 8 10 11 14 toronto_maple_leafs
980: 8 10 12 13 buffalo_sabres
981: 8 10 12 14 toronto_maple_leafs
982: 8 10 13 14 edmonton_oilers
983: 8 11 12 13 calgary_flames
984: 8 11 12 14 toronto_maple_leafs
985: 8 11 13 14 toronto_maple_leafs
986: 8 12 13 14 vancouver_canucks
987: 9 10 11 12 columbus_blue_jackets
988: 9 10 11 13 montreal_canadiens
989: 9 10 11 14 columbus_blue_jackets
990: 9 10 12 13 buffalo_sabres
991: 9 10 12 14 edmonton_oilers
992: 9 10 13 14 vancouver_canucks
993: 9 11 12 13 columbus_blue_jackets
994: 9 11 12 14 calgary_flames
995: 9 11 13 14 toronto_maple_leafs
996: 9 12 13 14 winnipeg_jets
997: 10 11 12 13 winnipeg_jets
998: 10 11 12 14 calgary_flames
999: 10 11 13 14 edmonton_oilers
1000: 10 12 13 14 new_jersey_devils
1001: 11 12 13 14 
